ScientificName,Kingdom,Kingdom_C,Phylum,Phylum_C,Class,Orders,Order_C,Family,Family_C,Genus,Collector,ForestConservation,Latitude,Longitude
Carex phacota Spreng.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Chien-I Huang,0,24.48,121.47
Viburnum plicatum Thunb. var. formosanum Y. C. Liu & C. H. Ou,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Viburnum,Chien-I Huang,0,24.48,121.46
Hypolytrum nemorum (Vahl) Spreng.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Hypolytrum,Wai-Chao Leong,0,22.01,121.58
Carex brunnea Thunb.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Wai-Chao Leong,0,22.01,121.58
Carex rafflesiana Boott,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Wai-Chao Leong,0,0.00,0.00
Rhynchospora alba (L.) Vahl,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Rhynchospora,Wai-Chao Leong,0,24.58,121.40
Reediella humilis (Forst.) Pichi-Sermolli,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,HYMENOPHYLLACEAE,膜蕨科,Reediella,Wai-Chao Leong,0,22.03,121.55
Carex filicina Nees subsp. pseudo-filicina (Hayata) T. Koyama,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Pei-Jung Lin,0,24.77,121.61
Ampelopteris prolifera (Retz.) Copel.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Ampelopteris,Shin-Ming Ku,0,0.00,0.00
Carex perakensis C. B. Clarke,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Wai-Chao Leong,0,24.48,121.39
Pronephrium triphyllum (Sw.) Holtt. var. triphyllum,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Pronephrium,D. E. Boufford,0,0.00,0.00
Mecodium polyanthos (Sw.) Copel.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,HYMENOPHYLLACEAE,膜蕨科,Mecodium,Wai-Chao Leong,0,24.58,121.41
Helonias umbellata (Baker) N. Tanaka,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Helonias,Ya-Yi Huang,0,24.57,121.19
Daiswa fargesii (Franch.) Takht.,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Daiswa,Chien-I Huang,0,24.48,121.46
Daiswa bockiana (Diels) Takht.,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Daiswa,Chien-I Huang,0,24.48,121.46
Carex satzumensis Franch. & Sav.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Chien-Hua Liu,0,23.25,120.93
Carex fernaldiana H. L?v. & Vaniot,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Ya-Yi Huang,0,24.20,121.28
Carex nubigena D. Don ex Tilloch & Taylor,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Ya-Yi Huang,0,24.22,121.30
Pinus armandii Franchet var. masteriana Hayata,Plantae,植物界,Spermatophyta,,Coniferae,Coniferales,,PINACEAE,松科,Pinus,Jr-Jen Chen,0,24.24,121.64
Cyperus imbricatus Retz. subsp. imbricatus,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Cyperus,Ya-Yi Huang,0,25.06,121.80
Fimbristylis aestivalis (Retz.) Vahl var. aestivalis,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Fimbristylis,Ya-Yi Huang,0,25.06,121.80
Abelmoschus moschatus (L.) Medicus,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Abelmoschus,Jr-Jen Chen,0,24.18,121.60
Viburnum urceolatum Siebold & Zucc.,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Viburnum,Ya-Yi Huang,0,24.11,121.47
Viburnum taitoense Hayata,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Viburnum,Tsui-Ya Liu,0,24.10,121.18
Paris polyphylla Sm. var. stenophylla Franch.,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Paris,Jr-Jen Chen,0,23.47,120.91
Carex tatsutakensis Hayata,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Ya-Yi Huang,0,24.23,121.64
Cyperus javanicus Houtt.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Cyperus,Ya-Yi Huang,0,22.63,121.49
Cyperus imbricatus Retz.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Cyperus,Ya-Yi Huang,0,22.66,121.51
Cyperus difformis L.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Cyperus,Ya-Yi Huang,0,22.66,121.51
Schoenoplectus mucronatus (L.) Palla,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Schoenoplectus,Ya-Yi Huang,0,22.66,121.51
Abutilon indicum (L.) Sweet var. indicum,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Abutilon,Ya-Yi Huang,0,22.01,121.60
Pronephrium triphyllum (Sw.) Holtt. var. parishii (Bedd.) Kuo,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Pronephrium,Shu-Chuan Liu,0,0.00,0.00
Eleocharis dulcis (Burm. f.) Trin. ex Hensch.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Eleocharis,Ching-I Peng,0,24.90,121.14
Sphaerostephanos taiwanensis (C. Chr.) Holtt. ex C. M. Kuo,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Sphaerostephanos,Shu-Chuan Liu,0,0.00,0.00
Cyclosorus taiwanensis (C. Chr.) H. Ito,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Cyclosorus,Chih-Hsiung Chen,0,0.00,0.00
Cyperus alternifolius L. subsp. flabelliformis (Rottb.) K?k.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Cyperus,Ya-Yi Huang,0,22.08,120.83
Sambucus chinensis Lindl.,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Sambucus,Kuo-Fang Chung,0,22.41,120.74
Eleocharis congesta D. Don,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Eleocharis,Chia-Hua Lin,0,24.76,121.69
Cyclosorus triphyllum (Sw.) Tardiue,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Cyclosorus,Chia-Hua Lin,0,24.75,121.68
Kyllinga sesquiflora Torr. subsp. cylindrica (Nees) T. Koyama,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Kyllinga,Kuo-Fang Chung,0,22.40,120.64
Kyllinga sesquiflora Torrey,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Kyllinga,Chia-Hua Lin,0,24.64,121.72
Cyperus compressus L.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Cyperus,Chia-Hua Lin,0,24.61,121.63
Cyperus haspan L.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Cyperus,Chia-Hua Lin,0,24.89,121.83
Pinus armandii Franchet,Plantae,植物界,Spermatophyta,,Coniferae,Coniferales,,PINACEAE,松科,Pinus,Ching-I Peng,0,0.00,0.00
Pycreus polystachyos (Rottb.) P. Beauv.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Pycreus,Chia-Hua Lin,0,24.85,121.77
Mariscus cyperinus Vahl,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Mariscus,Chia-Hua Lin,0,24.86,121.79
Trillium tschonoskii Maxim.,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Trillium,Chia-Hua Lin,0,24.16,121.28
Asparagus cochinchinensis (Lour.) Merr.,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Asparagus,Ching-I Peng,0,23.32,120.80
Kyllinga brevifolia Rottb.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Kyllinga,Chia-Hua Lin,0,24.65,121.72
Fimbristylis quinquangularis (Vahl) Kunth,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Fimbristylis,Chia-Hua Lin,0,24.65,121.72
Thelypteris subaurita (Tagawa) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Thelypteris,C. C. Chuang,0,0.00,0.00
Heloniopsis acutifolia Hayata,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Heloniopsis,Ching-I Peng,0,24.58,121.40
Malva neglecta Wall.,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Malva,Chia-Hua Lin,0,24.35,121.31
Viburnum furcatum Blume ex Maxim.,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Viburnum,Chia-Hua Lin,0,24.76,121.60
Cyclosorus heterocarpus (Blume) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Cyclosorus,T. I. Chuang,0,0.00,0.00
Cyclosorus dentatus (Forssk.) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Cyclosorus,C. S. Feung,0,0.00,0.00
Heloniopsis umbellata Baker,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Heloniopsis,Chia-Hua Lin,0,24.60,121.42
Carex fibrillosa Franch. & Sav.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Chia-Hua Lin,0,25.30,121.56
Hibiscus surattensis L.,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Hibiscus,Ching-I Peng,0,0.00,0.00
Metathelypteris adscendens (Ching) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Metathelypteris,Wai-Chao Leong,0,24.82,121.18
Thelypteris adscendens Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Thelypteris,Wai-Chao Leong,0,25.02,121.57
Disporopsis arisanensis Hayata,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Disporopsis,Jenn-Che Wang,0,0.00,0.00
Disporum kawakamii Hayata,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Disporum,Shu-Duan Shen,0,0.00,0.00
Fimbristylis aestivalis (Retz.) Vahl,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Fimbristylis,Jenn-Che Wang,0,0.00,0.00
Fimbristylis shimadana Ohwi,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Fimbristylis,Mei-Fang Kao,0,23.20,121.27
Pronephrium triphyllum (Sw.) Holtt.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Pronephrium,Mei-Fang Kao,0,25.01,121.86
Thelypteris glanduligera (Kunze) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Thelypteris,Mei-Fang Kao,0,24.10,121.18
Sphaerostephanos kotoensis (Hayata) Holtt. ex C. M. Kuo,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Sphaerostephanos,Mei-Fang Kao,0,22.03,121.50
Pseudocyclosorus esquirolii (Christ) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Pseudocyclosorus,Mei-Fang Kao,0,24.12,121.63
Viburnum arboricolum Hayata,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Viburnum,Sheng-You Lu,0,24.74,121.43
Lonicera macrantha (D. Don) Spreng.,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Lonicera,Shu-Hui Wu,0,24.23,120.89
Hibiscus taiwanensis S.Y. Hu,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Hibiscus,Sheng-Zehn Yang,0,0.00,0.00
Hibiscus syriacus L.,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Hibiscus,Yui-Ching Kao,0,22.16,120.74
Disporum shimadai Hayata,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Disporum,Yui-Ching Kao,0,25.05,121.71
Malva sinensis Cav.,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Malva,Yui-Ching Kao,0,24.11,121.22
Disporum pullum  Salisb.,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Disporum,T. Y. Aleck Yang,0,0.00,0.00
Carex tristachya Thunb. subsp. tristachya,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Wai-Chao Leong,0,25.16,121.75
Liriope tawadae Ohwi,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Liriope,Ching-I Peng,0,0.00,0.00
Ophiopogon japonicus (Thunb.) Ker Gawl.,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Ophiopogon,Bruce Bartholomew,0,23.20,121.33
Rohdea watanabei Hayata,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Rohdea,Wai-Chao Leong,0,24.41,121.44
Christella ensifera (Tagawa) Holtt.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Christella,Wai-Chao Leong,0,22.10,120.86
Allium thunbergii G. Don,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Allium,Ching-I Peng,0,0.00,0.00
Polygonatum alte-lobatum Hayata,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Polygonatum,Chiu-Mei Wang,0,24.23,120.97
Schoenoplectus validus (Vahl) T. Koyama,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Schoenoplectus,Wai-Chao Leong,0,22.00,120.82
Scleria biflora Roxb.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Scleria,Wai-Chao Leong,0,22.10,120.86
Schoenoplectus mucronatus (L.) palla subsp. robustus (Miq.) T. Koyama,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Schoenoplectus,Wai-Chao Leong,0,22.10,120.86
Hibiscus rosa-sinensis L.,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Hibiscus,Sheng-Zehn Yang,0,0.00,0.00
Hibiscus tiliaceus L.,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Hibiscus,Sheng-Zehn Yang,0,0.00,0.00
Sida rhombifolia L. subsp. insularis (Hatusima) Hatusima,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Sida,Hsiao-Weei Tung,0,22.17,120.73
Abutilon grandifolium (Will.) Sweet,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Abutilon,Sheng-Zehn Yang,0,0.00,0.00
Abelia ionandra Hayata,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Abelia,S. L. Kelley,0,24.05,121.21
Cyperus exaltatus Retz.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Cyperus,Sheng-Zehn Yang,0,0.00,0.00
Ophiopogon formosanum (Ohwi) Ohwi,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Ophiopogon,S. L. Kelley,0,24.05,121.27
Cyperus iria L.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Cyperus,T. Y. Aleck Yang,0,0.00,0.00
Cyclosorus esquirolii (Christ) [nom. illegit.],Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Cyclosorus,Yui-Ching Kao,0,22.84,121.37
Thelypteris erubescens (Wall. ex Hook.) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Thelypteris,Yui-Ching Kao,0,22.83,121.36
Carex nubigena D. Don subsp. pseudo-arenicola (Hayata) T. Koyama,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Ching-I Peng,0,0.00,0.00
Scleria lithosperma (L.) Sw.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Scleria,Ching-I Peng,0,0.00,0.00
Fuirena ciliaris (L.) Roxb.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Fuirena,Yui-Ching Kao,0,24.88,120.95
Fimbristylis subbispicata Nees & Meyen,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Fimbristylis,Yui-Ching Kao,0,24.88,120.95
Cyclosorus interruptus (Willd.) H. Ito,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Cyclosorus,Yui-Ching Kao,0,24.88,120.95
Schoenoplectus wallichii (Nees) T. Koyama,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Schoenoplectus,C. S. Feung,0,0.00,0.00
Lonicera hypoglauca Miq.,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Lonicera,Sheng-You Lu,0,24.27,121.20
Viburnum foetidem Wall. var. rectangulatum (Graebner) Rehder,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Viburnum,Chih-Hsiung Chen,0,0.00,0.00
Pseudotsuga wilsoniana Hayata,Plantae,植物界,Spermatophyta,,Coniferae,Coniferales,,PINACEAE,松科,Pseudotsuga,Ching-kuoh Liou,0,24.41,121.44
Pinus canariensis C. Smith,Plantae,植物界,Spermatophyta,,Coniferae,Coniferales,,PINACEAE,松科,Pinus,C. J. Chen,0,0.00,0.00
Lonicera oiwakensis Hayata,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Lonicera,Shau-Ting Chiu,0,0.00,0.00
Bolboschoenus planiculmis (F. Schmidt) T. Koyama,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Bolboschoenus,Shau-Ting Chiu,0,0.00,0.00
Sida javensis Cav.,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Sida,Kuoh-Cheng Yang,0,23.57,119.57
Thespesia populnea (L.) Solad. ex Correa,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Thespesia,Shau-Ting Chiu,0,21.96,120.81
Fimbristylis sieboldii Miq. subsp. anpinensis (Hayata) T. Koyama,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Fimbristylis,Shau-Ting Chiu,0,0.00,0.00
Viburnum luzonicum Rolfe var. oblongum (Kanehira & Sasaki) Li,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Viburnum,Yi-Chung Chen,0,24.50,121.63
Scleria terrestris (L.) Fassett,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Scleria,Sheng-chieh Wu,0,25.13,121.42
Lonicera japonica Thunb.,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Lonicera,Kuoh-Cheng Yang,0,23.57,119.57
Malvastrum coromandelianum (L.) Garcke,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Malvastrum,Kuoh-Cheng Yang,0,23.57,119.57
Thelypteris acuminata (Houtt.) Morton,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Thelypteris,Chen-Meng Kuo,0,0.00,0.00
Viburnum propinquum Hemsl.,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Viburnum,Chi-Cheng Liao,0,23.37,121.16
Sambucus formosana Nakai,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Sambucus,Chiu-Mei Wang,0,24.68,121.34
Leptogramma tottoides H. Ito,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Leptogramma,Mei-Fang Kao,0,0.00,0.00
Abutilon crispum (L.) Medicus,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Abutilon,Hsin-Fu Yen,0,0.00,0.00
Viburnum luzonicum Rolfe,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Viburnum,Chiu-Mei Wang,0,24.69,121.33
Liriope angustissima Ohwi,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Liriope,Jenn-Che Wang,0,0.00,0.00
Viburnum integrifolium Hayata,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Viburnum,Jenn-Che Wang,0,0.00,0.00
Viburnum odoratissimum Ker,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Viburnum,Jenn-Che Wang,0,0.00,0.00
Viburnum luzonicum Rolfe var. formosanum (Hance) Rehder,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Viburnum,Chih-Hsiung Chen,0,0.00,0.00
Veratrum formosanum O. Loes.,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Veratrum,Chih-Hsiung Chen,0,0.00,0.00
Peliosanthes arisanensis Hayata,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Peliosanthes,Yu-Wen Sang,0,23.53,120.67
Dictyocline griffithii Moore var. griffithii,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Dictyocline,Shu-Chuan Hsiao,0,23.24,120.51
Cladium jamaicense Crantz subsp. chinense (Nees) T. Koyama,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Cladium,Kuoh-Cheng Yang,0,24.75,121.62
Sida veronicaefolia Lam.,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Sida,Chi-shou Yang,0,22.63,120.26
Mecodium badium (Hook. & Grev.) Copel.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,HYMENOPHYLLACEAE,膜蕨科,Mecodium,Shu-Miaw Chaw,0,0.00,0.00
Sida cordifolia L.,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Sida,Chi-Cheng Liao,0,23.23,120.55
Asparagus setaceus (Kunth) Jessop,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Asparagus,Jenn-Che Wang,0,0.00,0.00
Malvastrum spicatum (L.) A. Gray,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Malvastrum,Shu-Chuan Hsiao,0,24.08,120.75
Thelypteris esquirolii (Christ) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Thelypteris,Kuang-Yuh Wang,0,23.53,121.27
Ophiopogon jaburan Lodd.,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Ophiopogon,Hsiao-Ying Shen,0,22.02,121.56
Cyclosorus kotoensis (Hayata) Shieh,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Cyclosorus,Hsiao-Ying Shen,0,22.02,121.56
Lilium formosanum Wallace var. microphyllum Liu & Ying,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Lilium,Hsiu-Lan Ho,0,0.00,0.00
Thelypteris simplex (Hook.) K. Iwats.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Thelypteris,Chen-Meng Kuo,0,0.00,0.00
Thelypteris jaculosa (H. Christ) Panigrahi,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Thelypteris,Tsen-Pin Chiang,0,0.00,0.00
Cyclosorus latipinnus (Benth.) Tardieu,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Cyclosorus,Chen-Meng Kuo,0,0.00,0.00
