項次,行政區,分局,名稱,里別,地址,地下層數位址,容納人數,座標X,座標Y,場所名稱,,
2081,中山區,中山分局,一般住宅,興亞里,臺北市中山區吉林路5號,3,1788,121.530295,25.048886,忠泰明社區,,
2082,中山區,中山分局,一般住宅,興亞里,臺北市中山區吉林路10號,1,1873,121.52988,25.049927,華固吉邸公寓大廈,,
2083,中山區,中山分局,一般住宅,興亞里,臺北市中山區吉林路14巷11號,1,283,121.529179,25.050637,沐光華廈,,
2084,中山區,中山分局,一般住宅,興亞里,臺北市中山區吉林路6號,5,1666,121.529854,25.049219,白金苑,,
2085,中山區,中山分局,一般住宅,興亞里,臺北市中山區松江路60號,1,741,121.532747,25.048953,松江苑公寓大廈,,
2086,中山區,中山分局,一般住宅,興亞里,臺北市中山區松江路64巷22號,1,187,121.53107,25.048957,躍松江大樓,,
2087,中山區,中山分局,一般住宅,興亞里,臺北市中山區吉林路12-5號,1,1810,121.529938,25.050335,奧斯卡南京,,
2088,中山區,中山分局,一般住宅,興亞里,臺北市中山區松江路38巷21號,1,1082,121.531094,25.04765,華山川,,
2089,中山區,中山分局,一般住宅,龍洲里,臺北市中山區民生東路三段88巷1號,1、2,13371,121.543145,25.057299,臺北市興安華城社區管理委員會,,
2090,大安區,大安分局,一般住宅,大學里,臺北市大安區羅斯福路三段301號,2,616,121.531859,25.017447,台大貴族大樓,,
2091,大安區,大安分局,一般住宅,大學里,臺北市大安區羅斯福路三段275號,1、2、3、4,2512,121.530956,25.018343,閱讀台大大廈,,
2092,大安區,大安分局,一般住宅,大學里,臺北市大安區羅斯福路三段261-1號,1,246,121.530368,25.018903,台大精品公寓大廈,,
2093,大安區,大安分局,一般住宅,大學里,臺北市大安區羅斯福路三段283巷14弄2-1號,1,218,121.531951,25.018338,台大御璽大樓,,
2094,大安區,大安分局,一般住宅,大學里,臺北市大安區羅斯福路三段309號,1,1842,121.531931,25.017372,基泰台大社區,,
2095,大安區,大安分局,一般住宅,仁愛里,臺北市大安區大安路一段96巷13號,2,971,121.545423,25.040716,雅士大樓,,
2096,大安區,大安分局,一般住宅,仁愛里,臺北市大安區仁愛路四段71巷32號,1,1098,121.547252,25.040303,首席公館,,
2097,大安區,大安分局,一般住宅,仁愛里,臺北市大安區復興南路一段225-1號,1,721,121.543919,25.038665,仁愛御品大廈,,
2098,大安區,大安分局,一般住宅,仁愛里,臺北市大安區復興南路一段219-1號,2,1399,121.543927,25.038958,敦化南路派出所暨多功能大樓,,
2099,大安區,大安分局,一般住宅,仁愛里,臺北市大安區仁愛路四段27巷23號,5,1784,121.54535,25.04033,仁愛本真社區,,
2100,大安區,大安分局,一般住宅,仁慈里,臺北市大安區東豐街16號,4,1728,121.544469,25.035968,東豐雅第大樓,,
2101,大安區,大安分局,一般住宅,仁慈里,臺北市大安區信義路四段53巷16號,1、2,488,121.544985,25.034134,附中典範,,
2102,大安區,大安分局,一般住宅,仁慈里,臺北市大安區大安路一段202號,1,1203,121.5459,25.034942,仁愛A+大廈,,
2103,大安區,大安分局,一般住宅,仁慈里,臺北市大安區復興南路一段315號,1,1154,121.543895,25.034331,道熙公寓大廈,,
2104,大安區,大安分局,一般住宅,古風里,臺北市大安區師大路105巷18號,1,545,121.529115,25.02242,Sofa社區,,
2105,大安區,大安分局,一般住宅,古莊里,臺北市大安區浦城街26巷1號,1,646,121.526531,25.022981,師大琴樽大廈,,
2106,大安區,大安分局,一般住宅,古莊里,臺北市大安區師大路80巷16號,1,860,121.52741,25.023306,紀德大廈,,
2107,大安區,大安分局,一般住宅,古莊里,臺北市大安區浦城街35號,1,250,121.526881,25.023168,師大達人,,
2108,大安區,大安分局,一般住宅,古莊里,臺北市大安區羅斯福路二段81巷8號,1,503,121.524148,25.025617,大安晶華公寓大廈,,
2109,大安區,大安分局,一般住宅,古莊里,臺北市大安區師大路68巷27號,2,199,121.527418,25.024249,師大金棧,,
2110,大安區,大安分局,一般住宅,古莊里,臺北市大安區浦城街24巷5號,1,197,121.526427,25.023195,展宜浦城大樓,,
2111,大安區,大安分局,一般住宅,古莊里,臺北市大安區和平東路一段50巷1弄8號,1,709,121.52396,25.026624,RICH麗池,,
2112,大安區,大安分局,一般住宅,古莊里,臺北市大安區浦城街6巷12號,1,509,121.526259,25.024017,師大澄品2大廈,,
2113,大安區,大安分局,一般住宅,古莊里,臺北市大安區師大路50號,1,413,121.528246,25.024705,師大BLOG大廈,,
2114,大安區,大安分局,一般住宅,古莊里,臺北市大安區和平東路一段74巷2號,1,430,121.52432,25.026544,大安WINNER公寓大廈,,
2115,大安區,大安分局,一般住宅,古莊里,臺北市大安區羅斯福路三段59號,1,1680,121.525701,25.023146,耕。曦大樓,,
2116,大安區,大安分局,一般住宅,古莊里,臺北市大安區羅斯福路二段111號,1,742,121.524632,25.02447,禾碩墨花香社區,,
2117,大安區,大安分局,一般住宅,古莊里,臺北市大安區羅斯福路二段117巷5號,1、2,425,121.525257,25.024501,師大芯社區,,
2118,大安區,大安分局,一般住宅,正聲里,臺北市大安區光復南路260巷7號,1,327,121.556929,25.039992,元大玖藏,,
2119,大安區,大安分局,一般住宅,正聲里,臺北市大安區光復南路348號,3,808,121.557168,25.038253,逸仙居社區,,
2120,大安區,大安分局,一般住宅,正聲里,臺北市大安區光復南路240巷48號,1,599,121.555374,25.0409,雅宴,,
2121,大安區,大安分局,一般住宅,正聲里,臺北市大安區光復南路318號,1,275,121.556742,25.038792,名園大廈,,
2122,大安區,大安分局,一般住宅,正聲里,臺北市大安區光復南路290巷36號,3,1767,121.556072,25.039459,台北國硯大樓,,
2123,大安區,大安分局,一般住宅,民炤里,臺北市大安區信義路三段65號,1,900,121.536632,25.033722,第凡內花園公寓大廈,,
2124,大安區,大安分局,一般住宅,民炤里,臺北市大安區仁愛路三段24巷26號,1,1064,121.535796,25.034455,創世紀大廈,,
2125,大安區,大安分局,一般住宅,民炤里,臺北市大安區仁愛路三段32號,1,1651,121.536795,25.037635,杏林大樓公寓大廈,,
2126,大安區,大安分局,一般住宅,民炤里,臺北市大安區建國南路一段332號,1、2,1560,121.537385,25.034896,中央花園公寓大廈,,
2127,大安區,大安分局,一般住宅,民炤里,臺北市大安區仁愛路三段36號,4,1050,121.537201,25.03759,仁愛SOLO社區,,
2128,大安區,大安分局,一般住宅,民炤里,臺北市大安區信義路三段17號,1,947,121.533852,25.033774,安峰,,
2129,大安區,大安分局,一般住宅,民炤里,臺北市大安區建國南路一段270巷18號,1,781,121.536413,25.036405,新光御品,,
2130,大安區,大安分局,一般住宅,民炤里,臺北市大安區新生南路一段153-1號,1,718,121.532974,25.035221,大安鼎極大廈,,
2131,大安區,大安分局,一般住宅,民炤里,臺北市大安區信義路三段61號,1,3032,121.536255,25.033849,勤美璞真大廈,,
2132,大安區,大安分局,一般住宅,民炤里,臺北市大安區信義路三段31巷20號,1、2,565,121.534636,25.035433,皇勝有容社區,,
2133,大安區,大安分局,一般住宅,民炤里,臺北市大安區建國南路一段286巷5號,1,643,121.536968,25.036172,皇翔天昴社區,,
2134,大安區,大安分局,一般住宅,民炤里,臺北市大安區信義路三段39號,1,159,121.534837,25.033757,水樹之間公寓大廈,,
2135,大安區,大安分局,一般住宅,民炤里,臺北市大安區建國南路一段308號,1,646,121.537426,25.035567,宏普PARK社區,,
2136,大安區,大安分局,一般住宅,民炤里,臺北市大安區新生南路一段145號,1,507,121.532987,25.035886,大安滕社區,,
2137,大安區,大安分局,一般住宅,民輝里,臺北市大安區新生南路一段111號,2、4,732,121.533069,25.040378,新生111大樓,,
2138,大安區,大安分局,一般住宅,民輝里,臺北市大安區仁愛路三段49號,2,457,121.535715,25.038627,仁愛七璽大廈,,
2139,大安區,大安分局,一般住宅,民輝里,臺北市大安區仁愛路三段5巷1-6號,2,2297,121.533503,25.039144,仁愛國寶社區,,
2140,大安區,大安分局,一般住宅,民輝里,臺北市大安區仁愛路三段5巷1弄12號,1,1815,121.534177,25.03885,中南海別墅大廈,,
2141,大安區,大安分局,一般住宅,民輝里,臺北市大安區建國南路一段212巷55號,1,1145,121.535436,25.039787,人愛力麒大廈,,
2142,大安區,大安分局,一般住宅,民輝里,臺北市大安區仁愛路三段31巷1號,1,831,121.534885,25.03873,仁愛尊爵大廈,,
2143,大安區,大安分局,一般住宅,民輝里,臺北市大安區仁愛路三段53-6號,2、3,34456,121.536792,25.039394,帝寶,,
2144,大安區,大安分局,一般住宅,民輝里,臺北市大安區建國南路一段152號,1,661,121.536823,25.041395,華格納大廈,,
2145,大安區,大安分局,一般住宅,民輝里,臺北市大安區仁愛路三段5巷3弄10號,2,180,121.534098,25.039569,仁愛賦玉大廈,,
2146,大安區,大安分局,一般住宅,民輝里,臺北市大安區忠孝東路三段6-2號,1,801,121.533438,25.04202,忠孝新生公寓大廈,,
2147,大安區,大安分局,一般住宅,民輝里,臺北市大安區仁愛路三段35號,5,1132,121.535196,25.038598,仁愛一品,,
2148,大安區,大安分局,一般住宅,民輝里,臺北市大安區新生南路一段97巷12號,1,262,121.534077,25.04107,大安謙禮大廈,,
2149,大安區,大安分局,一般住宅,民輝里,臺北市大安區仁愛路三段5巷9號,1,1063,121.533713,25.039978,大安阿曼大廈,,
2150,大安區,大安分局,一般住宅,民輝里,臺北市大安區新生南路一段103巷32-2號,1,302,121.535591,25.040571,孕學林產後護理之家,,
2151,大安區,大安分局,一般住宅,民輝里,臺北市大安區新生南路一段97巷38號,1,558,121.535946,25.041128,陶東騰社區,,
2152,大安區,大安分局,一般住宅,永康里,臺北市大安區信義路二段136號,3,1156,121.528488,25.033715,信義華府公寓大廈,,
2153,大安區,大安分局,一般住宅,永康里,臺北市大安區信義路二段114巷2號,1,493,121.527648,25.033296,信義金鑽公寓大廈,,
2154,大安區,大安分局,一般住宅,永康里,臺北市大安區金山南路二段29號,1,1204,121.527263,25.033055,愛瑪仕大廈,,
2155,大安區,大安分局,一般住宅,永康里,臺北市大安區永康街4巷18號,1、2,1172,121.529362,25.032917,永康紀公寓大廈,,
2156,大安區,大安分局,一般住宅,永康里,臺北市大安區麗水街13巷16號,1,472,121.529315,25.030097,麗水揚朵,,
2157,大安區,大安分局,一般住宅,永康里,臺北市大安區信義路二段118號,1、2,2576,121.527933,25.03379,京華苑,,
2158,大安區,大安分局,一般住宅,永康里,臺北市大安區金華街221號,2,176,121.529185,25.029861,珏磊公寓大廈,,
2159,大安區,大安分局,一般住宅,永康里,臺北市大安區信義路二段148巷2-1號,1、2,600,121.528587,25.03337,信義麗水公寓大廈,,
2160,大安區,大安分局,一般住宅,永康里,臺北市大安區金華街211號,1,558,121.528721,25.029941,九野,,
2161,大安區,大安分局,一般住宅,光明里,臺北市大安區信義路二段44巷2號,2,500,121.525649,25.034489,中正信裔公寓大廈,,
2162,大安區,大安分局,一般住宅,光明里,臺北市大安區金山南路二段30巷11號,3,1461,121.526062,25.033331,昇陽大廈,,
2163,大安區,大安分局,一般住宅,光明里,臺北市大安區信義路二段22號,4,906,121.525139,25.034837,信義愛樂,,
2164,大安區,大安分局,一般住宅,光明里,臺北市大安區信義路二段56號,1,257,121.52597,25.03443,法意大樓,,
2165,大安區,大安分局,一般住宅,光明里,臺北市大安區杭州南路二段7-1號,2,320,121.523932,25.034475,風雅藏公寓大廈,,
2166,大安區,大安分局,一般住宅,光明里,臺北市大安區信義路二段12號,1、2,515,121.524941,25.034934,典菁品社區,,
2167,大安區,大安分局,一般住宅,光明里,臺北市大安區信義路二段52號,1,241,121.525865,25.034479,信義美學大樓,,
2168,大安區,大安分局,一般住宅,光明里,臺北市大安區杭州南路二段9巷5號,1,336,121.524244,25.034206,玥賞,,
2169,大安區,大安分局,一般住宅,光明里,臺北市大安區信義路二段44巷6號,1,433,121.525585,25.034284,信義藏馥公寓大廈,,
2170,大安區,大安分局,一般住宅,光明里,臺北市大安區信義路二段86巷39號,1,259,121.52475,25.033791,大安A+公寓大廈,,
2171,大安區,大安分局,一般住宅,光明里,臺北市大安區信義路二段66號,4,1610,121.526079,25.034372,信義御邸,,
2172,大安區,大安分局,一般住宅,光明里,臺北市大安區杭州南路二段25巷39號,1,974,121.525197,25.033422,國美清歡大廈,,
2173,大安區,大安分局,一般住宅,光武里,臺北市大安區復興南路一段79巷2號,3,1351,121.54427,25.044397,尊爵大廈,,
2174,大安區,大安分局,一般住宅,光武里,臺北市大安區大安路一段16巷13號,2,939,121.545687,25.044191,晶采大樓,,
2175,大安區,大安分局,一般住宅,光武里,臺北市大安區復興南路一段107巷5弄7號,3,1067,121.544439,25.044059,大安鼎好大廈,,
2176,大安區,大安分局,一般住宅,光武里,臺北市大安區忠孝東路四段77巷17號,1,940,121.547291,25.042332,璞真作大廈,,
2177,大安區,大安分局,一般住宅,光武里,臺北市大安區敦化南路一段138號,1,2278,121.548483,25.044549,敦南御所,,
2178,大安區,大安分局,一般住宅,光武里,臺北市大安區市民大道四段46號,1,148,121.545832,25.044827,微峰,,
2179,大安區,大安分局,一般住宅,光信里,臺北市大安區信義路四段335巷11號,4,1957,121.556292,25.034144,璞真仰心公寓大廈,,
2180,大安區,大安分局,一般住宅,光信里,臺北市大安區仁愛路四段408巷11號,1,964,121.557015,25.037133,逸仙時上公寓大廈,,
2181,大安區,大安分局,一般住宅,光信里,臺北市大安區仁愛路四段408巷18號,1,1515,121.5568,25.036783,仁愛翠亨公寓大廈,,
2182,大安區,大安分局,一般住宅,全安里,臺北市大安區安和路二段181巷12號,1,598,121.550656,25.027206,大漢敦爵大廈,,
2183,大安區,大安分局,一般住宅,全安里,臺北市大安區敦化南路二段113號,1,929,121.549194,25.027767,國美敦南藝術館,,
2184,大安區,大安分局,一般住宅,全安里,臺北市大安區安和路二段227巷16號,3,2571,121.551062,25.025276,遠雄安禾,,
2185,大安區,大安分局,一般住宅,全安里,臺北市大安區和平東路三段117號,1,265,121.551457,25.024578,裕齊軒公寓大廈,,
2186,大安區,大安分局,一般住宅,住安里,臺北市大安區瑞安街23巷7號,2,577,121.544406,25.031205,觀峰大樓,,
2187,大安區,大安分局,一般住宅,住安里,臺北市大安區信義路四段6號,2、3、4,6273,121.544127,25.033128,大安捷運廣場,,
2188,大安區,大安分局,一般住宅,住安里,臺北市大安區大安路二段76號,1,1019,121.545827,25.031959,大安官邸,,
2189,大安區,大安分局,一般住宅,住安里,臺北市大安區大安路二段66號,1,1009,121.545854,25.03224,大安薈館,,
2190,大安區,大安分局,一般住宅,住安里,臺北市大安區大安路二段27巷8號,1,199,121.546377,25.032022,敦南自在,,
